review_uid,destination,language_review,aspecto,polaridad_objetivo,stars,calidad_senal,text_clean,input_modelo,label
gm_bd2e43865206a251,Circuito Mágico del Agua,es,clima,neutro,5,media,"Mi visita al Circuito Mágico del Agua en Lima fue una experiencia sorprendente y muy por encima de mis expectativas. El lugar impresiona desde que entras: los juegos de agua, las luces coloridas y la forma en que todo se sincroniza crean un ambiente verdaderamente mágico. Lo que más me impactó fue la proyección cinematográfica sobre las cortinas de agua. Ver imágenes moviéndose con esa claridad, acompañadas de un sonido envolvente, fue algo que no imaginaba encontrar en Lima. De verdad, una combinación perfecta entre tecnología, arte y agua. El clima estaba súper agradable, ideal para caminar y disfrutar cada fuente. Había mucha gente, todas observando y tomando fotos, porque el espectáculo realmente lo merece. Como en la foto, es un lugar que se siente vivo, brillante y lleno de energía. En resumen, una experiencia hermosa, diferente y totalmente recomendable. El Circuito Mágico del Agua es un punto obligatorio para cualquiera que visite Lima.","aspecto: clima reseña: Mi visita al Circuito Mágico del Agua en Lima fue una experiencia sorprendente y muy por encima de mis expectativas. El lugar impresiona desde que entras: los juegos de agua, las luces coloridas y la forma en que todo se sincroniza crean un ambiente verdaderamente mágico. Lo que más me impactó fue la proyección cinematográfica sobre las cortinas de agua. Ver imágenes moviéndose con esa claridad, acompañadas de un sonido envolvente, fue algo que no imaginaba encontrar en Lima. De verdad, una combinación perfecta entre tecnología, arte y agua. El clima estaba súper agradable, ideal para caminar y disfrutar cada fuente. Había mucha gente, todas observando y tomando fotos, porque el espectáculo realmente lo merece. Como en la foto, es un lugar que se siente vivo, brillante y lleno de energía. En resumen, una experiencia hermosa, diferente y totalmente recomendable. El Circuito Mágico del Agua es un punto obligatorio para cualquiera que visite Lima.",
gm_159ccd0a42710d3d,Ciudadela de Kuélap,es,clima,neutro,5,media,"Por cosas del azar la semana que estuve por allá No había teleferico, así que tuve que hacer la caminata desde nogalcucho aunque hay una ruta alterna también para los amantes del trekking media hora antes que dura 4 horas la subida hasta kuelap pero con el esfuerzo que demandó el recorrido de 7 horas para las dos caídas del Gocta un día anterior preferí subir por nogalcucho una hora de caminata nada más!! Kuelap sin palabras es simplemente hermoso!! Llevar una muda de ropa adicional por si llueve.","aspecto: clima reseña: Por cosas del azar la semana que estuve por allá No había teleferico, así que tuve que hacer la caminata desde nogalcucho aunque hay una ruta alterna también para los amantes del trekking media hora antes que dura 4 horas la subida hasta kuelap pero con el esfuerzo que demandó el recorrido de 7 horas para las dos caídas del Gocta un día anterior preferí subir por nogalcucho una hora de caminata nada más!! Kuelap sin palabras es simplemente hermoso!! Llevar una muda de ropa adicional por si llueve.",
gm_ba338a8210e3d2bb,Monasterio de Santa Catalina,es,clima,neutro,5,media,"La ciudadela se ubicó al sur del Perú en la ciudad de Arequipa fundada el 10 de setiembre de 1579 y ubicada en una zona que destaca por su belleza natural, clima acogedor y que dispone de un gran material con el cual se construye y se sigue haciendo la arquitectura de esta ciudad, el Sillar. Arequipa es denominada la “Ciudad Blanca” por el importante uso de esta piedra porosa de lava volcánica que ha permitido construir con identidad, además de espacios y proporciones de gran valor estético.","aspecto: clima reseña: La ciudadela se ubicó al sur del Perú en la ciudad de Arequipa fundada el 10 de setiembre de 1579 y ubicada en una zona que destaca por su belleza natural, clima acogedor y que dispone de un gran material con el cual se construye y se sigue haciendo la arquitectura de esta ciudad, el Sillar. Arequipa es denominada la “Ciudad Blanca” por el importante uso de esta piedra porosa de lava volcánica que ha permitido construir con identidad, además de espacios y proporciones de gran valor estético.",
gm_a5b1b087d26a2b66,Museo de Sitio Huaca Pucllana,en,clima,neutro,5,media,"Very interesting site in the middle of Miraflores. Entry by guided tour only, but these seem to be regular (in Spanish and in English). Guide was knowledgeable and happy to answer questions. Bring sun cream and water - there is no shade around the site!","aspecto: clima reseña: Very interesting site in the middle of Miraflores. Entry by guided tour only, but these seem to be regular (in Spanish and in English). Guide was knowledgeable and happy to answer questions. Bring sun cream and water - there is no shade around the site!",
gm_2e47b17b907dbd3d,Reserva Nacional de Paracas,es,clima,neutro,4,media,"Playa muy acogedora. Agua mas fría de lo normal, pocas olas. Tiene estacionamiento. Recomiendo ir con auto días festivos, ya que esta dentro de reserva y no hay buses/colectivos cerca. Semana santa anda full, no hay sombrillas.","aspecto: clima reseña: Playa muy acogedora. Agua mas fría de lo normal, pocas olas. Tiene estacionamiento. Recomiendo ir con auto días festivos, ya que esta dentro de reserva y no hay buses/colectivos cerca. Semana santa anda full, no hay sombrillas.",
gm_12a0a455b7e98754,Santuario Histórico de Machu Picchu,en,clima,neutro,5,media,"The view was breathtaking! The place is located in the mountains , and if you don't have a mountain ticket, you can always just walk to the sun gate (30min) for free and get a glimpse of Machu Picchu from an elevation!","aspecto: clima reseña: The view was breathtaking! The place is located in the mountains , and if you don't have a mountain ticket, you can always just walk to the sun gate (30min) for free and get a glimpse of Machu Picchu from an elevation!",
gm_0575124a5932e69a,Valle del Colca,es,clima,neutro,5,media,"Extraordinario lugar, con una belleza natural que no se puede dejar de visitar. El vuelo del Condor es magestuoso y el clima fantastico.","aspecto: clima reseña: Extraordinario lugar, con una belleza natural que no se puede dejar de visitar. El vuelo del Condor es magestuoso y el clima fantastico.",
gm_cdf394430829ad34,Centro Histórico de Lima,es,clima,neutro,5,media,"Muy fría pero muy bonita. En una esquina venden pizza de masapan es deliciosa, con mucho queso y tomate","aspecto: clima reseña: Muy fría pero muy bonita. En una esquina venden pizza de masapan es deliciosa, con mucho queso y tomate",
gm_8c3cba2b2d979e4c,Ciudadela de Kuélap,es,clima,neutro,5,media,"Por todo el conjunto de experincias como el viaje en teleferico, el paisaje y la zona arqueología son espectaculares...el clima puede ser impredecible..","aspecto: clima reseña: Por todo el conjunto de experincias como el viaje en teleferico, el paisaje y la zona arqueología son espectaculares...el clima puede ser impredecible..",
gm_ae4f0900e3126e9d,Museo de Sitio Huaca Pucllana,en,clima,neutro,5,media,Nice guide don’t forget to tip her or him. Also there is barely any shade so protect yourself real good against the UV light of the sun. But the site itself was quite impressive and I liked the story behind it.,aspecto: clima reseña: Nice guide don’t forget to tip her or him. Also there is barely any shade so protect yourself real good against the UV light of the sun. But the site itself was quite impressive and I liked the story behind it.,
gm_2e5d3eb8a92f0525,Reserva Nacional de Paracas,es,clima,neutro,5,media,"Hermosa playa, para pasarla en familia, ves a los peces nadar y ví hasta una pareja de delfines perfecta playa un poco fría nada más. Y puedes alquilar como botes para moverte por la playa.","aspecto: clima reseña: Hermosa playa, para pasarla en familia, ves a los peces nadar y ví hasta una pareja de delfines perfecta playa un poco fría nada más. Y puedes alquilar como botes para moverte por la playa.",
gm_1acb5458c1880b3a,Santuario Histórico de Machu Picchu,en,clima,neutro,5,media,"You can travel from Cusco with Peru rail, it takes 4hours. When you come to Aguas Calientes you can take 20min long drive with bus to the top of Machu Picchu. Machu Picchu is outstanding. My personal opinion for visit is early in the morning. I came before sunrise over the main hill and I was alone, soaking first rays of sun and magical energy of the place. For me, place with best energy so far.","aspecto: clima reseña: You can travel from Cusco with Peru rail, it takes 4hours. When you come to Aguas Calientes you can take 20min long drive with bus to the top of Machu Picchu. Machu Picchu is outstanding. My personal opinion for visit is early in the morning. I came before sunrise over the main hill and I was alone, soaking first rays of sun and magical energy of the place. For me, place with best energy so far.",
